x,y,z,yaw,velocity,change_flag
-22.6229,324.3231,37.3057,-0.041,34.6086,0
-21.6675,324.2979,37.3134,-0.0368,34.5314,0
-20.6647,324.2462,37.3324,-0.0324,34.5033,0
-19.7224,324.2286,37.3542,-0.0274,34.4893,0
-18.777,324.2052,37.3739,-0.0235,34.3769,0
-17.8345,324.1612,37.3857,-0.0196,34.2576,0
-16.88,324.1076,37.3918,-0.0156,34.2155,0
-15.929,324.1252,37.409,-0.0119,34.1523,0
-14.9634,324.1075,37.4143,-0.0081,34.1242,0
-14.0526,324.0934,37.4201,-0.0051,34.0119,0
-13.1434,324.0811,37.4271,-0.0019,33.9698,0
-12.1526,324.1094,37.459,0.0018,33.9347,0
-11.198,324.0847,37.4887,0.0052,33.8575,0
-10.1861,324.0868,37.5008,0.0085,33.8855,0
-9.3428,324.0866,37.5034,0.0114,33.8645,0
-8.3937,324.0897,37.5024,0.0145,33.7873,0
-7.2968,324.0793,37.5069,0.0183,33.8434,0
-6.291,324.1136,37.5244,0.0208,33.8434,0
-5.6307,324.1336,37.5514,0.0209,33.9557,0
-4.6565,324.148,37.5738,0.0238,33.8715,0
-2.7127,324.1781,37.5888,0.0297,34.033,0
-1.6183,324.2142,37.5964,0.0329,34.1242,0
-0.6775,324.239,37.6058,0.0353,34.1663,0
0.1341,324.2807,37.62,0.0368,34.1734,0
1.0711,324.3032,37.6281,0.0398,34.2225,0
2.0407,324.3423,37.645,0.0434,34.2716,0
2.9496,324.3544,37.655,0.0471,34.2787,0
3.8667,324.4099,37.662,0.0506,34.3699,0
4.935,324.446,37.6701,0.0552,34.1663,0
5.9083,324.5148,37.6825,0.0591,34.0821,0
6.7453,324.557,37.6841,0.0622,34.0119,0
7.7734,324.6164,37.6856,0.0664,33.9487,0
8.677,324.6676,37.6874,0.0702,33.7873,0
9.5607,324.7345,37.6993,0.0733,33.6398,0
10.4558,324.7913,37.7089,0.0763,33.4994,0
11.3382,324.8644,37.7107,0.0797,33.3941,0
12.23,324.8976,37.7088,0.0835,33.2397,0
13.317,324.9924,37.7144,0.0884,33.1555,0
14.1859,325.0679,37.7204,0.0912,33.0361,0
15.0433,325.1388,37.7274,0.0945,33.0502,0
15.9749,325.2299,37.7323,0.0985,32.9238,0
16.9078,325.3081,37.735,0.1022,32.8466,0
17.8164,325.3819,37.7379,0.1058,32.7974,0
18.685,325.4715,37.7396,0.1088,32.7553,0
19.608,325.565,37.7456,0.1125,32.65,0
20.4366,325.6755,37.7482,0.1155,32.5588,0
21.3424,325.7818,37.7574,0.119,32.5237,0
22.2603,325.8895,37.752,0.1226,32.4956,0
23.1261,325.9791,37.7533,0.1257,32.3903,0
24.0246,326.0764,37.7508,0.1296,32.4605,0
24.9656,326.1816,37.7491,0.1337,32.3833,0
25.8431,326.3106,37.7441,0.137,32.278,0
26.7675,326.4236,37.7429,0.1411,32.3411,0
27.6839,326.5654,37.7416,0.1448,32.1937,0
28.5266,326.6509,37.7457,0.1484,32.1025,0
29.3822,326.8047,37.754,0.1514,32.0112,0
30.2738,326.9456,37.7496,0.155,32.0252,0
31.1779,327.0944,37.7441,0.159,31.948,0
32.0408,327.232,37.737,0.1629,31.7093,0
32.8638,327.3642,37.7349,0.1662,31.6181,0
33.7073,327.5123,37.7374,0.1698,31.4847,0
34.5779,327.6212,37.7257,0.174,31.4496,0
35.4363,327.7798,37.7184,0.1775,31.3443,0
36.3014,327.9304,37.7109,0.1814,31.1688,0
37.1496,328.0943,37.709,0.1842,30.9652,0
37.9596,328.2545,37.6992,0.1866,30.5932,0
38.757,328.3849,37.6924,0.1884,30.2562,0
39.5976,328.523,37.6891,0.1897,29.8912,0
40.4124,328.7042,37.6892,0.191,29.5963,0
41.2372,328.8634,37.678,0.1923,29.3506,0
42.073,329.011,37.6737,0.1942,29.0698,0
42.8345,329.1523,37.6625,0.1954,28.8031,0
43.5889,329.2787,37.6621,0.1964,28.5152,0
44.3603,329.4254,37.6545,0.198,28.2485,0
45.1222,329.5614,37.655,0.1995,27.9396,0
45.8782,329.7185,37.6524,0.2,27.6026,0
46.613,329.8611,37.6503,0.2006,27.3569,0
47.338,330.0015,37.6347,0.2015,27.0832,0
48.095,330.174,37.6204,0.2026,26.9638,0
48.8409,330.331,37.6119,0.2032,26.7743,0
49.5512,330.4496,37.6081,0.2038,26.669,0
50.2705,330.6093,37.5993,0.2039,26.325,0
50.9849,330.7664,37.586,0.2038,26.0933,0
51.6872,330.9106,37.5746,0.2044,25.8336,0
52.3477,331.0411,37.5627,0.2046,25.4966,0
53.0394,331.1776,37.5528,0.2048,25.3492,0
53.7418,331.3151,37.5471,0.2053,25.0263,0
54.4118,331.441,37.5267,0.2059,24.8578,0
55.0793,331.5764,37.5127,0.2061,24.5209,0
55.7399,331.7263,37.4959,0.2062,24.4085,0
56.3976,331.8514,37.4851,0.2067,24.1558,0
57.0463,331.9762,37.4741,0.2075,23.9733,0
57.7035,332.1089,37.468,0.2077,23.6504,0
58.3402,332.2265,37.4555,0.2083,23.3485,0
58.9727,332.3571,37.4564,0.2085,23.0607,0
59.5809,332.5024,37.4458,0.2091,22.7869,0
60.2097,332.642,37.4427,0.2095,22.464,0
60.7911,332.7595,37.4312,0.2099,22.127,0
61.3852,332.8758,37.4033,0.2107,22.0568,0
62.0029,332.9751,37.3805,0.2113,21.6918,0
62.6044,333.099,37.3637,0.2123,21.6637,0
63.1619,333.2411,37.3587,0.2129,21.5725,0
63.7472,333.3415,37.3467,0.2141,21.5584,0
64.3308,333.4894,37.3376,0.2146,21.397,0
64.9031,333.6271,37.3345,0.2155,21.3408,0
65.4623,333.7434,37.3351,0.2164,21.1162,0
66.0433,333.8515,37.3268,0.2172,20.8494,0
66.6007,333.9679,37.3146,0.2177,20.5616,0
67.1521,334.0743,37.3094,0.2179,20.2387,0
67.6812,334.2029,37.287,0.219,19.8175,0
68.2227,334.3395,37.2662,0.2198,19.4665,0
68.7438,334.4209,37.2511,0.2205,19.0874,0
69.2551,334.5502,37.2363,0.2208,18.8206,0
69.767,334.6471,37.2173,0.2215,18.4205,0
70.2569,334.7595,37.2076,0.222,18.1467,0
71.2082,334.9718,37.1736,0.2225,17.4938,0
72.1576,335.189,37.1441,0.2237,16.9042,0
73.0448,335.3667,37.1367,0.2246,16.2724,0
73.9045,335.5511,37.0982,0.2261,15.6616,0
74.7561,335.7512,37.0796,0.2291,15.2966,0
75.5813,335.928,37.062,0.2339,14.9175,0
76.3877,336.131,37.0369,0.2421,14.4472,0
77.1776,336.2696,37.0103,0.2537,14.2015,0
77.9451,336.4449,37.0023,0.2707,14.0821,0
78.7187,336.6711,36.9833,0.2918,14.054,0
79.4556,336.8568,36.9561,0.3179,14.04,0
80.2164,337.0851,36.9483,0.3506,13.9979,0
80.9418,337.343,36.9273,0.3878,14.04,0
81.665,337.637,36.9064,0.4307,13.9487,0
82.392,337.9697,36.8976,0.4774,13.9487,0
83.0623,338.3094,36.8752,0.5275,13.7873,0
83.6886,338.77,36.872,0.5821,13.7943,0
84.4138,339.086,36.8508,0.644,13.703,0
84.9843,339.5944,36.8305,0.7062,13.6328,0
85.5675,340.1151,36.8123,0.7728,13.6048,0
86.0576,340.7194,36.8017,0.8407,13.5275,0
86.5481,341.2654,36.7799,0.9086,13.5135,0
87.0297,341.8362,36.7587,0.9782,13.5065,0
87.4492,342.4589,36.7517,1.0443,13.5275,0
87.7951,343.2001,36.7116,1.1077,13.4573,0
88.1053,343.8171,36.7039,1.1712,13.5556,0
88.3857,344.4953,36.7042,1.2337,13.4924,0
88.6283,345.2093,36.6866,1.2924,13.4924,0
88.8251,345.9388,36.6583,1.3426,13.5556,0
89.0024,346.6303,36.6371,1.395,13.6048,0
89.0957,347.4383,36.638,1.4388,13.8294,0
89.175,348.2019,36.6049,1.4755,13.8434,0
89.2611,348.9319,36.6003,1.5093,14.047,0
89.2887,349.7238,36.6063,1.5418,14.1383,0
89.3326,350.558,36.6028,1.5692,14.2997,0
89.2975,351.3011,36.619,1.5931,14.5595,0
89.2724,352.1349,36.6388,1.6156,14.8473,0
89.2348,352.9789,36.6372,1.6364,15.0719,0
89.1533,353.8388,36.6588,1.6526,15.3808,0
89.0863,354.6583,36.6746,1.6665,15.6125,0
89.014,355.4868,36.6826,1.6807,15.8792,0
88.9411,356.3592,36.7199,1.6975,16.132,0
88.8138,357.2658,36.7194,1.7173,16.3145,0
88.6886,358.1427,36.7152,1.7366,16.6304,0
88.5428,359.0703,36.7391,1.7595,16.8199,0
88.3708,360.0036,36.7549,1.7815,17.0165,0
88.1946,360.8802,36.7699,1.8052,17.0586,0
87.9531,361.8102,36.7817,1.8306,17.1218,0
87.7562,362.7352,36.7993,1.86,17.1148,0
87.4458,363.6616,36.8167,1.8912,17.1499,0
87.1512,364.5293,36.8418,1.9217,17.1499,0
86.8291,365.4137,36.8436,1.9504,17.1428,0
86.4808,366.29,36.8583,1.9784,17.1779,0
86.1145,367.1646,36.8794,2.0086,17.185,0
85.7254,368.0444,36.886,2.0406,17.2341,0
85.301,368.8786,36.9026,2.0732,17.2832,0
84.8317,369.7013,36.9166,2.106,17.2341,0
84.3241,370.5334,36.9282,2.1414,17.2762,0
83.8224,371.3504,36.95,2.1758,17.2832,0
83.2712,372.1183,36.9599,2.2132,17.2973,0
82.6879,372.862,36.9768,2.2493,17.4096,0
82.1034,373.6517,36.9861,2.2845,17.4798,0
81.4765,374.3693,36.9924,2.3201,17.6342,0
80.7809,375.0952,37.0139,2.3562,17.7325,0
80.1273,375.7832,37.0225,2.3891,17.908,0
79.3892,376.4294,37.038,2.4234,18.1046,0
78.9958,376.7669,37.045,2.4407,18.2099,0
78.224,377.4436,37.0595,2.4725,18.3011,0
77.8264,377.7496,37.0844,2.4892,18.3222,0
77.4037,378.0511,37.0915,2.5054,18.4626,0
76.6114,378.6461,37.1217,2.5346,18.6521,0
76.1641,378.9246,37.129,2.5497,18.8417,0
75.7033,379.2158,37.1317,2.5643,18.961,0
75.2891,379.5317,37.1236,2.5766,19.0874,0
74.8518,379.8072,37.1218,2.5886,19.1857,0
74.3996,380.1,37.1325,2.6013,19.305,0
73.9237,380.355,37.1461,2.6135,19.5156,0
73.4791,380.6653,37.1527,2.6255,19.5507,0
72.9997,380.9443,37.1531,2.6376,19.6279,0
72.5144,381.1794,37.1696,2.6491,19.7613,0
72.036,381.4396,37.1825,2.6595,19.8526,0
71.5169,381.7063,37.1938,2.6687,20.0561,0
71.02,381.9611,37.1931,2.6768,20.1474,0
70.5345,382.2029,37.1977,2.6843,20.365,0
70.0383,382.4308,37.2093,2.6919,20.3931,0
69.5123,382.7047,37.209,2.699,20.4282,0
69.0084,382.937,37.2369,2.7051,20.5195,0
68.4859,383.1953,37.263,2.7101,20.716,0
67.9594,383.4376,37.2753,2.7154,20.9617,0
67.4639,383.65,37.2667,2.7214,20.9407,0
66.9189,383.9119,37.2545,2.725,21.2636,0
66.3859,384.1583,37.2325,2.7279,20.9477,0
65.8394,384.3926,37.245,2.7301,21.6005,0
65.2792,384.6286,37.2581,2.7323,21.776,0
64.7376,384.8386,37.2584,2.7339,21.769,0
64.1722,385.0771,37.2481,2.7356,21.7831,0
63.6364,385.3293,37.2438,2.7368,21.9445,0
63.0637,385.5668,37.2668,2.739,22.099,0
62.5283,385.8024,37.2789,2.7408,22.2253,0
61.9623,386.0555,37.2924,2.742,22.2745,0
61.3837,386.2611,37.3097,2.7442,22.4921,0
60.8343,386.5109,37.2881,2.7462,22.6606,0
60.2528,386.7399,37.2828,2.7483,22.6255,0
59.6837,387.0322,37.2675,2.7492,22.7588,0
59.1003,387.2782,37.2658,2.7502,22.7027,0
58.5295,387.4766,37.2641,2.7518,22.6255,0
57.9597,387.7285,37.2829,2.7526,22.7588,0
57.4047,387.9696,37.3198,2.7542,22.8922,0
56.8219,388.2024,37.3163,2.7553,22.7237,0
56.2254,388.4268,37.3068,2.7557,22.7869,0
55.6378,388.676,37.3113,2.7559,22.8501,0
55.0494,388.921,37.3315,2.7566,22.7799,0
54.4465,389.1866,37.3428,2.7572,22.7308,0
53.8964,389.4248,37.3623,2.758,22.8571,0
53.3187,389.6508,37.373,2.7586,22.8992,0
52.7178,389.8738,37.3688,2.7584,22.6535,0
52.1072,390.1193,37.3652,2.7585,22.8712,0
51.5165,390.3429,37.3711,2.7587,23.0045,0
50.9542,390.5621,37.3744,2.7588,23.0186,0
50.3585,390.8392,37.3819,2.7585,22.9203,0
49.7872,391.0817,37.3831,2.7592,23.1169,0
49.1954,391.3029,37.3722,2.7589,23.0045,0
48.6189,391.5307,37.387,2.7597,23.3485,0
48.009,391.7794,37.3756,2.7597,23.3977,0
47.4058,392.0474,37.3567,2.7591,23.3977,0
46.8056,392.2848,37.3538,2.7587,23.4117,0
46.2267,392.5401,37.3609,2.759,23.3626,0
45.6167,392.7594,37.3727,2.7593,23.2292,0
45.0244,392.9884,37.3693,2.7593,23.18,0
44.4289,393.2216,37.3726,2.7584,23.1309,0
43.8423,393.4709,37.3509,2.7579,23.0186,0
43.2556,393.7529,37.3485,2.7577,22.9133,0
42.6747,393.9844,37.3497,2.7579,22.9343,0
42.1033,394.2184,37.3538,2.7581,23.0045,0
41.5169,394.4423,37.3336,2.7581,22.8361,0
40.9066,394.69,37.316,2.7577,22.7518,0
40.3085,394.9198,37.3134,2.7572,22.6606,0
39.7494,395.1602,37.3071,2.7566,22.6395,0
39.1787,395.4205,37.3106,2.7564,22.5904,0
38.6043,395.6573,37.3076,2.7565,22.5061,0
38.0465,395.8644,37.2985,2.7561,22.2323,0
37.4613,396.122,37.3047,2.756,22.2464,0
36.8938,396.338,37.314,2.757,22.2885,0
36.3269,396.5577,37.3086,2.7569,22.1411,0
35.7668,396.8019,37.2997,2.7566,22.0779,0
35.2034,397.0362,37.2863,2.7568,21.8743,0
34.6206,397.2502,37.2825,2.7568,21.8462,0
34.0557,397.4611,37.2827,2.7573,21.7339,0
33.5247,397.6826,37.2929,2.7576,21.6216,0
32.9602,397.9353,37.2878,2.7575,21.7058,0
32.4361,398.1807,37.2796,2.7572,21.4812,0
31.8796,398.3924,37.2686,2.7569,21.397,0
31.3187,398.5986,37.2559,2.7566,21.0881,0
30.7507,398.8157,37.2517,2.7565,20.9407,0
30.255,399.0534,37.2613,2.7563,20.6388,0
29.7239,399.2445,37.263,2.7561,20.2036,0
29.2051,399.4565,37.2484,2.7555,20.1544,0
28.72,399.6833,37.2389,2.7547,19.9017,0
28.2227,399.9065,37.2279,2.7543,19.6911,0
27.6847,400.1329,37.2264,2.7543,19.5367,0
27.1647,400.304,37.23,2.754,19.3892,0
26.6849,400.4846,37.2416,2.7544,19.3261,0
26.2091,400.7008,37.229,2.7539,19.3612,0
25.7194,400.9305,37.2073,2.7534,18.968,0
25.2245,401.1369,37.186,2.7527,18.961,0
24.286,401.5234,37.1741,2.752,19.0102,0
23.7862,401.7393,37.1708,2.7518,18.968,0
23.2658,401.9382,37.1913,2.7519,18.9961,0
22.8262,402.1823,37.1977,2.7509,19.1295,0
22.332,402.3259,37.2075,2.7508,18.7925,0
21.8495,402.533,37.1463,2.7492,18.9259,0
21.3726,402.7661,37.0884,2.7478,18.9259,0
20.8608,402.9815,37.0642,2.7463,18.8066,0
19.9368,403.378,37.0714,2.7471,18.6241,0
19.4606,403.5658,37.0931,2.7482,18.5609,0
18.9957,403.7577,37.088,2.7478,18.5258,0
18.0396,404.1335,37.0323,2.7442,18.3011,0
17.5535,404.3544,37.0321,2.7434,18.3362,0
16.6483,404.7607,37.0538,2.7428,18.2309,0
15.7114,405.1479,37.0577,2.7418,18.1116,0
15.2486,405.3686,37.0348,2.7392,18.1327,0
14.3322,405.7554,37.0048,2.7333,18.1046,0
13.4238,406.1666,37.0109,2.7287,18.1888,0
12.9626,406.3708,37.015,2.7258,18.3503,0
12.4683,406.5652,37.0072,2.7228,18.3222,0
12.0037,406.8497,37.0052,2.7189,18.3503,0
11.0929,407.2424,36.9902,2.7128,18.4556,0
10.6144,407.4653,36.9791,2.7105,18.589,0
10.1462,407.6611,36.9534,2.7074,18.5258,0
9.2773,408.0883,36.9703,2.7015,18.6241,0
8.7797,408.2829,36.9728,2.699,18.6662,0
8.3163,408.5273,36.9597,2.696,18.7294,0
7.8301,408.7861,36.95,2.6931,18.8908,0
6.9167,409.2199,36.9494,2.6894,18.5819,0
6.4007,409.5115,36.9162,2.6871,18.596,0
5.5344,409.9088,36.8974,2.6839,18.8487,0
4.639,410.3424,36.939,2.684,18.6662,0
4.1479,410.5968,36.9184,2.6825,18.6662,0
3.2251,411.0622,36.8828,2.6814,18.6872,0
2.7578,411.293,36.8969,2.6817,18.7715,0
1.8791,411.7412,36.9172,2.6811,18.8066,0
1.3939,411.9658,36.9129,2.6808,18.8206,0
0.9468,412.2174,36.9067,2.6813,18.9189,0
0.4758,412.4594,36.9074,2.6816,19.0242,0
0.0015,412.6783,36.8961,2.682,19.1365,0
-0.5016,412.9152,36.8811,2.6824,19.2629,0
-0.963,413.1516,36.8726,2.6831,19.3261,0
-1.43,413.4001,36.8634,2.6835,19.4524,0
-1.9039,413.669,36.8547,2.6837,19.5296,0
-2.3732,413.9121,36.851,2.6829,19.5507,0
-2.8839,414.1495,36.8504,2.6825,19.5998,0
-3.3739,414.3962,36.8412,2.6818,19.663,0
-3.8816,414.6606,36.8257,2.6811,19.7051,0
-4.3699,414.9161,36.8157,2.6805,19.8385,0
-4.8828,415.1602,36.7946,2.6796,19.9508,0
-5.362,415.3809,36.776,2.6792,19.9508,0
-5.825,415.5794,36.7691,2.6786,19.993,0
-6.2887,415.8401,36.7631,2.6782,19.993,0
-6.8257,416.1092,36.7702,2.6781,19.9438,0
-7.3437,416.3828,36.7649,2.6788,19.9368,0
-7.8167,416.6313,36.7487,2.6795,19.9579,0
-8.2941,416.8898,36.7384,2.6798,19.9087,0
-8.7851,417.1303,36.7316,2.6811,19.8526,0
-9.2779,417.3806,36.7047,2.6815,19.7824,0
-9.7528,417.6079,36.6913,2.6825,19.7964,0
-10.2694,417.8684,36.6961,2.6822,19.7964,0
-10.7675,418.1236,36.6942,2.6825,19.649,0
-11.2436,418.3559,36.6988,2.6825,19.6771,0
-11.6976,418.5944,36.6915,2.6838,19.5928,0
-12.2081,418.8614,36.6665,2.6851,19.5086,0
-12.7022,419.0785,36.6303,2.6851,19.3822,0
-13.186,419.3143,36.6228,2.6859,19.298,0
-13.6694,419.5363,36.6231,2.6872,19.2699,0
-14.1354,419.7964,36.6214,2.6872,19.2278,0
-14.6162,420.0245,36.6293,2.6887,19.2067,0
-15.552,420.5096,36.628,2.6935,18.9259,0
-16.4718,420.9361,36.6141,2.6976,18.9119,0
-16.9511,421.159,36.6143,2.6996,18.8557,0
-17.4214,421.3695,36.6109,2.7017,18.8276,0
-17.9091,421.6198,36.5969,2.704,18.7504,0
-18.8043,422.0717,36.5964,2.7102,18.7153,0
-19.2893,422.3102,36.5864,2.7123,18.7223,0
-19.7632,422.5059,36.5876,2.7149,18.7083,0
-20.2247,422.6986,36.5844,2.7179,18.5679,0
-20.7056,422.9411,36.572,2.7235,18.5047,0
-21.1867,423.1844,36.5661,2.7279,18.5117,0
-21.6711,423.3174,36.5547,2.7322,18.5398,0
-22.5416,423.7965,36.5305,2.7436,18.4135,0
-23.0211,423.9562,36.5384,2.749,18.3643,0
-23.9728,424.2968,36.5421,2.7618,18.3643,0
-24.4578,424.4963,36.5405,2.7673,18.4205,0
-25.3618,424.8539,36.5297,2.7767,18.2941,0
-25.8535,425.1235,36.5058,2.7842,18.266,0
-26.3492,425.3199,36.4927,2.7906,18.3152,0
-26.8325,425.481,36.4957,2.7957,18.3152,0
-27.3095,425.6513,36.4908,2.8005,18.266,0
-27.7835,425.8467,36.4733,2.8057,18.3643,0
-28.6541,426.1617,36.4706,2.8128,18.4766,0
-29.1371,426.3424,36.4647,2.8155,18.3784,0
-29.6399,426.5032,36.4569,2.8174,18.3292,0
-30.1484,426.6596,36.4471,2.8189,18.3292,0
-31.0869,427.0249,36.4305,2.8227,18.5258,0
-31.6023,427.2015,36.4434,2.8236,18.4696,0
-32.531,427.4986,36.4555,2.825,18.4345,0
-33.0531,427.6814,36.4347,2.8248,18.4766,0
-33.9794,427.9831,36.4177,2.8249,18.4696,0
-34.8999,428.3734,36.4151,2.8236,18.2801,0
-35.4112,428.5179,36.3832,2.8233,18.2941,0
-36.3795,428.8003,36.3687,2.8219,18.2731,0
-36.8896,428.9687,36.3737,2.8209,18.1537,0
-37.7901,429.3003,36.383,2.8181,18.0905,0
-38.6819,429.5847,36.3483,2.8137,18.0554,0
-39.5943,429.9321,36.3455,2.8097,18.1537,0
-40.0787,430.1141,36.3564,2.8068,18.1607,0
-40.5984,430.2918,36.3441,2.8035,18.1046,0
-41.4983,430.5968,36.323,2.7974,18.2239,0
-42.4684,430.964,36.2852,2.7922,18.266,0
-42.9442,431.1371,36.2805,2.79,18.259,0
-43.425,431.3582,36.2819,2.7877,18.4977,0
-44.3498,431.6693,36.2992,2.7826,18.5539,0
-45.3098,432.0404,36.3137,2.7802,18.5819,0
-45.7794,432.2223,36.2936,2.7778,18.3643,0
-46.2674,432.428,36.2527,2.7761,18.6592,0
-46.7408,432.6101,36.2414,2.7762,18.7364,0
-47.2412,432.7793,36.2361,2.7763,18.8417,0
-47.7378,432.9622,36.2561,2.7759,18.8276,0
-48.6635,433.3621,36.2873,2.7751,18.8978,0
-49.1733,433.5759,36.2759,2.7736,18.9049,0
-49.6898,433.7689,36.2446,2.7723,19.0242,0
-50.1718,433.9539,36.2343,2.7719,19.1646,0
-51.0819,434.3213,36.2663,2.7709,19.1225,0
-51.598,434.5468,36.2672,2.7694,19.1576,0
-52.1034,434.743,36.2545,2.7684,19.298,0
-52.6032,434.9417,36.2542,2.767,19.2208,0
-53.1237,435.14,36.2493,2.7666,19.2629,0
-53.6325,435.3351,36.2568,2.766,19.319,0
-54.1108,435.5414,36.2507,2.7654,19.319,0
-54.6119,435.7053,36.2466,2.7647,19.2559,0
-55.548,436.1092,36.2607,2.7645,19.2629,0
-56.0524,436.3215,36.2441,2.7635,19.2629,0
-56.5472,436.4973,36.2414,2.7626,19.1576,0
-57.0665,436.7009,36.2554,2.7618,18.8066,0
-57.5597,436.9176,36.251,2.7611,19.1365,0
-58.0366,437.1189,36.2447,2.761,19.1435,0
-58.5139,437.301,36.255,2.7606,18.9821,0
-59.4737,437.6899,36.2764,2.7607,19.0804,0
-59.9954,437.914,36.263,2.7597,19.0523,0
-60.4996,438.1113,36.261,2.7576,19.0804,0
-61.3985,438.5048,36.2584,2.758,19.0593,0
-61.9169,438.7232,36.2622,2.7579,18.9821,0
-62.4318,438.9272,36.276,2.7578,18.8768,0
-63.3729,439.3252,36.2802,2.7577,18.94,0
-63.8619,439.5264,36.281,2.7572,18.8066,0
-64.7566,439.8829,36.2649,2.7574,18.5398,0
-65.6736,440.2573,36.2476,2.7558,18.4486,0
-66.1595,440.4603,36.2496,2.7551,18.4135,0
-66.6599,440.6901,36.2407,2.7541,18.3152,0
-67.5857,441.0347,36.2689,2.753,18.0625,0
-68.0706,441.2391,36.2776,2.7519,18.0625,0
-68.9346,441.6366,36.2676,2.7503,17.9291,0
-69.399,441.8325,36.256,2.7492,17.8027,0
-70.2711,442.1834,36.2422,2.745,17.5079,0
-71.1922,442.5823,36.235,2.74,17.2903,0
-72.0095,442.953,36.2377,2.7351,17.1218,0
-72.8744,443.3272,36.233,2.7276,16.7287,0
-73.7331,443.6972,36.1975,2.7201,16.4338,0
-74.5521,444.0793,36.2074,2.7104,15.9214,0
-75.3026,444.4435,36.2034,2.7013,15.5072,0
-76.1003,444.8333,36.1844,2.6915,15.0719,0
-76.815,445.1592,36.1719,2.6827,14.6367,0
-77.5453,445.542,36.1488,2.6718,14.1804,0
-78.2723,445.8926,36.1729,2.6627,13.696,0
-78.9075,446.2763,36.1602,2.6523,13.345,0
-79.5166,446.6032,36.1322,2.64,12.8747,0
-80.135,446.9169,36.1154,2.6256,12.3552,0
-80.7266,447.2553,36.1187,2.611,11.9691,0
-81.2854,447.6193,36.0938,2.5947,11.576,0
-81.8307,447.9497,36.0968,2.5751,11.2882,0
-82.3499,448.2724,36.0964,2.5539,10.9582,0
-82.8627,448.5903,36.0498,2.5288,10.7968,0
-83.3753,448.8944,36.0424,2.5018,10.6002,0
-83.832,449.2159,36.0467,2.4736,10.1509,0
-84.2763,449.5857,36.035,2.4386,9.7227,0
-84.6743,449.9354,36.0027,2.4029,9.3436,0
-85.2052,450.4052,36.0064,2.347,8.9435,0
-85.6009,450.782,36.0121,2.3054,8.7188,0
-86.0777,451.3562,36.003,2.2375,8.3819,0
-86.4417,451.8559,35.9448,2.1593,8.1151,0
-86.7742,452.423,35.9769,2.0739,7.6939,0
-87.0981,452.9532,35.9438,1.9847,7.3359,0
-87.3521,453.5189,35.9184,1.8983,7.2376,0
-87.4822,454.0834,35.9016,1.8167,7.1885,0
-87.6636,454.6855,35.8872,1.7337,7.1604,0
-87.701,455.2561,35.8841,1.6568,7.0762,0
-87.7672,455.8789,35.8551,1.581,7.2236,0
-87.7595,456.4629,35.8929,1.506,7.3078,0
-87.7127,457.1375,35.8838,1.4315,7.3148,0
-87.6778,457.6517,35.8674,1.3853,7.4482,0
-87.4619,458.189,35.8609,1.3329,7.6237,0
-87.314,458.856,35.8577,1.2921,7.9396,0
-87.1062,459.453,35.8566,1.2668,8.2696,0
-86.8733,460.1396,35.8436,1.2543,8.7259,0
-86.6353,460.8516,35.8179,1.2467,9.0488,0
-86.3761,461.5247,35.7815,1.2386,9.4208,0
-86.2294,462.0553,35.7641,1.2303,9.7016,0
-85.9962,462.5676,35.7732,1.2247,9.9965,0
-85.7472,463.2819,35.7366,1.217,10.4668,0
-85.5603,463.7799,35.7221,1.2143,10.5721,0
-85.1915,464.7319,35.7125,1.2094,10.9021,0
-84.9872,465.2419,35.7169,1.2058,10.9652,0
-84.7832,465.8905,35.7196,1.2039,11.0144,0
-84.5597,466.4591,35.7599,1.2022,11.0495,0
-84.3355,466.949,35.7538,1.2027,11.0495,0
-84.0801,467.5487,35.7734,1.1995,11.0144,0
-83.8571,468.0875,35.7864,1.1953,11.0916,0
-83.6247,468.67,35.8126,1.19,11.0565,0
-83.4057,469.2224,35.8336,1.1846,11.0776,0
-83.1798,469.7704,35.8744,1.1794,11.1829,0
-82.9648,470.3135,35.8469,1.1756,11.0986,0
-82.7496,470.8618,35.8709,1.1711,11.225,0
-82.4874,471.4713,35.8816,1.169,11.1899,0
-82.2183,472.0416,35.8976,1.1705,11.1548,0
-81.9725,472.6204,35.9142,1.1678,11.239,0
-81.7319,473.2021,35.9236,1.1669,11.3584,0
-81.4717,473.7414,35.9192,1.1665,11.3233,0
-81.2624,474.2585,35.9308,1.1661,11.4145,0
-81.0083,474.8688,35.9423,1.1647,11.5409,0
-80.7414,475.4295,35.9269,1.1657,11.6321,0
-80.4801,476.0705,35.9557,1.1672,11.7936,0
-80.2061,476.6899,35.9591,1.1682,11.9972,0
-79.9448,477.257,35.9498,1.1696,12.0744,0
-79.6979,477.9042,35.982,1.1703,12.4254,0
-79.4463,478.5087,35.9775,1.1722,12.5518,0
-79.177,479.1477,35.9752,1.1725,12.7062,0
-78.8675,479.831,35.9923,1.1726,12.8466,0
-78.5539,480.5102,35.9985,1.1737,12.9028,0
-78.2929,481.1154,36.0011,1.175,13.0783,0
-78.053,481.722,35.9906,1.1735,13.2467,0
-77.7841,482.399,35.9965,1.1733,13.4924,0
-77.4482,483.0327,35.9857,1.1746,13.8013,0
-77.1315,483.8587,35.9612,1.1743,14.1313,0
-76.8166,484.5869,35.9643,1.1754,14.4472,0
-76.3776,485.6109,35.8823,1.1767,14.756,0
-76.0571,486.315,35.886,1.1806,14.9737,0
