Latitude,Longitude,Speed
38.62518692,-77.29449463,65
38.62494278,-77.29460907,65
38.62471008,-77.29472351,65
38.62446976,-77.29483795,65
38.62423325,-77.29495239,65
38.62399673,-77.29506683,65
38.62375641,-77.2951889,65
38.62351608,-77.29530334,65
38.62327194,-77.29542542,65
38.6230278,-77.29553986,65
38.62277603,-77.29566193,65
38.62252426,-77.295784,65
38.62227249,-77.29590607,65
38.62202072,-77.29602814,65
38.62176895,-77.29615021,65
38.621521,-77.29627228,65
38.62127304,-77.29640198,65
38.62103271,-77.29652405,65
38.62078476,-77.29664612,65
38.62054443,-77.29676056,65
38.62030411,-77.29688263,65
38.62006378,-77.29699707,65
38.61983109,-77.29711914,65
38.61959839,-77.29722595,65
38.61936951,-77.29734802,65
38.619133,-77.29745483,65
38.61890793,-77.29756927,65
38.61867523,-77.29768372,65
38.61844635,-77.29779816,65
38.61820984,-77.29792023,65
38.61796188,-77.29804993,65
38.61770248,-77.29819489,65
38.61743546,-77.29833221,65
38.61716843,-77.29847717,65
38.6169014,-77.2986145,65
38.616642,-77.29875946,65
38.61638641,-77.29891205,65
38.61614227,-77.29905701,65
38.61590958,-77.29920197,65
38.61568451,-77.29935455,65
38.61545944,-77.29950714,65
38.61524963,-77.29966736,65
38.61503983,-77.29983521,65
38.61483002,-77.29999542,65
38.61462021,-77.30015564,65
38.61440659,-77.30033875,65
38.61419678,-77.30051422,65
38.61398697,-77.30069733,65
38.61377716,-77.30089569,65
38.61356735,-77.30108643,65
38.6133728,-77.30128479,65
38.61300278,-77.30148315,65
38.61280823,-77.30168152,65
38.61262131,-77.30187988,65
38.6124382,-77.30208588,65
38.61225891,-77.30229187,65
38.61208344,-77.30249786,65
38.61191559,-77.30270386,65
38.61174393,-77.30290222,65
38.61157227,-77.30310059,65
38.61139679,-77.30329132,65
38.61122894,-77.30348206,65
38.61106873,-77.3036499,65
38.6109314,-77.30381012,65
38.61080551,-77.30395508,65
38.61070251,-77.30408478,65
38.61060715,-77.30420685,65
38.61052704,-77.30431366,65
38.61046219,-77.30440521,65
38.61040115,-77.30448914,65
38.6103393,-77.3045522,65
38.61026001,-77.30467224,65
38.6101463,-77.3048434,65
38.6100557,-77.3049808,65
38.60996246,-77.30512238,65
38.6098938,-77.30521393,65
38.6098175,-77.30532074,65
38.60972977,-77.30543518,65
38.60963058,-77.30555725,65
38.60951996,-77.30569458,65
38.60940933,-77.30583191,65
38.60928726,-77.30597687,65
38.60916519,-77.30612183,65
38.60903931,-77.30625916,65
38.60890579,-77.30641174,65
38.60877991,-77.3065567,65
38.60864639,-77.30669403,65
38.60851669,-77.30683899,65
38.60838318,-77.30698395,65
38.60825729,-77.30712891,65
38.60812378,-77.30727386,65
38.60799408,-77.30741119,65
38.60785675,-77.30756378,65
38.60771179,-77.30773163,65
38.6075592,-77.3079071,65
38.60740662,-77.30809021,65
38.60725021,-77.30827332,65
38.60708237,-77.30844879,65
38.60691834,-77.30863953,65
38.60674286,-77.30883789,65
38.60656738,-77.30903625,65
38.60639191,-77.30923462,65
38.60621643,-77.30943298,65
38.60604477,-77.30962372,65
38.60587692,-77.30981445,65
38.60570908,-77.31000519,65
38.60554886,-77.31018829,65
38.60538483,-77.31036377,65
38.60522079,-77.31054688,65
38.60505295,-77.31072235,65
38.60486984,-77.31089783,65
38.60467529,-77.31108856,65
38.6044693,-77.3112793,65
38.60425949,-77.31147003,65
38.60404587,-77.31166077,65
38.60383987,-77.31182861,65
38.60363388,-77.31199646,65
38.6034317,-77.31214142,65
38.60323334,-77.31228638,65
38.60303879,-77.31243134,65
38.60284042,-77.31256866,65
38.60263824,-77.31269836,65
38.60243607,-77.31282043,65
38.60223007,-77.31295013,65
38.60202026,-77.31307983,65
38.60180664,-77.3132019,65
38.6015892,-77.31330872,65
38.60137177,-77.31342316,65
38.60115433,-77.31352997,65
38.60093689,-77.31363678,65
38.60072708,-77.31374359,65
38.60050964,-77.31383514,65
38.60029602,-77.31393433,65
38.60007858,-77.31402588,65
38.59986496,-77.31411743,65
38.59965515,-77.31420898,65
38.59943771,-77.31430054,65
38.59922791,-77.31439209,65
38.59901428,-77.31448364,65
38.59880447,-77.31456757,65
38.59859848,-77.31465149,65
38.59840012,-77.31474304,65
38.59819412,-77.31482697,65
38.59799957,-77.31490326,65
38.59780121,-77.31499481,65
38.59761047,-77.31507111,65
38.59741974,-77.31515503,65
38.597229,-77.31523132,65
38.59703827,-77.31531525,65
38.59685135,-77.31539154,65
38.59666443,-77.31546021,65
38.59648514,-77.3155365,65
38.59630585,-77.31561279,65
38.59612274,-77.31568909,65
38.59593964,-77.31576538,65
38.59575272,-77.3158493,65
38.59555817,-77.31593323,65
38.5953598,-77.31600952,65
38.59515762,-77.31610107,65
38.59494781,-77.316185,65
38.59474182,-77.31627655,65
38.59441376,-77.31636047,65
38.59421158,-77.31643677,65
38.59401703,-77.31652069,65
38.59382629,-77.31659698,65
38.59364319,-77.31667328,65
38.59346008,-77.31674957,65
38.59328461,-77.31681824,65
38.59310532,-77.31689453,65
38.59292221,-77.3169632,65
38.59273911,-77.31704712,65
38.59254837,-77.31712341,65
38.59235382,-77.31719971,65
38.59215164,-77.31728363,65
38.59194946,-77.31736755,65
38.5917511,-77.31745148,65
38.59155273,-77.3175354,65
38.59135056,-77.31761169,65
38.59115219,-77.31770325,65
38.59095383,-77.31777954,65
38.59075546,-77.31786346,65
38.59056091,-77.31793976,65
38.59036255,-77.31803131,65
38.590168,-77.31809998,65
38.58996964,-77.3181839,65
38.58977127,-77.31826019,65
38.58957291,-77.31835175,65
38.58937454,-77.31842804,65
38.58916473,-77.31851196,65
38.58895874,-77.31859589,65
38.58874893,-77.31867981,65
38.58853912,-77.31877136,65
38.58832169,-77.31886292,65
38.58810425,-77.31894684,65
38.58789063,-77.31903839,65
38.58766556,-77.31913757,65
38.58744431,-77.31922913,65
38.58721542,-77.31932831,65
38.58699036,-77.31941986,65
38.58676147,-77.31951141,65
38.58654404,-77.31960297,65
38.58631897,-77.31968689,65
38.58610153,-77.31977844,65
38.58588028,-77.31987,65
38.58566284,-77.31996918,65
38.58544922,-77.32006836,65
38.58523178,-77.32016754,65
38.58501816,-77.32026672,65
38.58479309,-77.32037354,65
38.58457565,-77.32048035,65
38.58435822,-77.32059479,65
38.58414459,-77.3207016,65
38.58393097,-77.32082367,65
38.58371735,-77.32095337,65
38.58349991,-77.32108307,65
38.5832901,-77.32120514,65
38.58307648,-77.32134247,65
38.5828743,-77.3214798,65
38.58267212,-77.3216095,65
38.58247375,-77.32174683,65
38.58229065,-77.32188416,65
38.58211136,-77.32202148,65
38.58194351,-77.32215118,65
38.58177567,-77.32228088,65
38.58161163,-77.32240295,65
38.58145142,-77.32253265,65
38.58129501,-77.32265472,65
38.58114243,-77.32277679,65
38.58098984,-77.32290649,65
38.58084488,-77.32302856,65
38.58069992,-77.32315063,65
38.58052063,-77.32326508,65
38.58038712,-77.32339478,65
38.58025742,-77.32350922,65
38.58012772,-77.32363129,65
38.57998276,-77.32374573,65
38.5798378,-77.3238678,65
38.5797081,-77.32398987,65
38.57958984,-77.32411957,65
38.57950592,-77.32427216,65
38.57943726,-77.32442474,65
38.57937622,-77.32458496,65
38.57933044,-77.32475281,65
38.57930374,-77.32491302,65
38.5792923,-77.32507324,65
38.57929993,-77.32523346,65
38.57933044,-77.32537842,65
38.57938766,-77.32551575,65
38.57946777,-77.32564545,65
38.57957077,-77.32575989,65
38.57968521,-77.32585144,65
38.57980728,-77.32590485,65
38.57993317,-77.32593536,65
38.58005142,-77.32593536,65
38.58016205,-77.32592011,65
38.58026505,-77.32588959,65
38.58036423,-77.32582092,65
38.58044815,-77.325737,65
38.58052826,-77.32563782,65
38.58059692,-77.32552338,65
38.58064651,-77.32539368,65
38.58067703,-77.32524872,65
38.58068466,-77.3250885,65
38.58067322,-77.32492065,65
38.58064651,-77.32474518,65
38.58060837,-77.32455444,65
38.58055115,-77.32436371,65
38.58049011,-77.32415009,65
38.58042145,-77.32392883,65
38.58034897,-77.32371521,65
38.58026505,-77.32350159,65
38.58018112,-77.32330322,65
38.58009338,-77.32312012,65
38.58000565,-77.32292938,65
38.57992172,-77.32275391,65
38.57984543,-77.32258606,65
38.57978058,-77.32243347,65
38.57972336,-77.32229614,65
38.57966995,-77.32217407,65
